UEN,ONLINE_PRESENCE_IND,CORPORATE_URL_IND,ECOM_REV,ECOM_REV_IND,TRUE_IE
S93SS0058F,1.0,1.0,33000.0,1.0,C
S94SS0002K,1.0,0.0,0.0,0.0,B
S95FC4999F,1.0,1.0,0.0,0.0,B
S97FC5457G,1.0,1.0,0.0,0.0,B
S98FC5653K,1.0,1.0,0.0,0.0,B
S99SS0097E,1.0,1.0,0.0,0.0,B
T04FC6607E,1.0,1.0,0.0,0.0,B
T05LL0330J,1.0,1.0,2300.0,1.0,C
T05LL0474D,1.0,1.0,0.0,0.0,B
T05LL0827H,1.0,0.0,0.0,0.0,B
T05LL1155H,1.0,1.0,476.0,1.0,C
T06LL0739H,1.0,1.0,110000.0,1.0,C
T06LL0882H,1.0,1.0,109800.0,1.0,C
T06LL1135C,1.0,0.0,0.0,0.0,B
T07LL0848B,1.0,1.0,24300.0,1.0,C
T08CC4061K,1.0,1.0,0.0,0.0,B
T08FC7275G,1.0,1.0,0.0,0.0,B
T08LL0804C,1.0,1.0,0.0,0.0,B
T09LL0161C,1.0,1.0,9086.0,1.0,C
T09LL1050B,1.0,0.0,0.0,0.0,B
T09LL1235J,1.0,1.0,0.0,0.0,B
T09LL1915B,1.0,1.0,5000.0,1.0,C
T10LL1092E,1.0,1.0,10000.0,1.0,C
T10LL1993H,1.0,1.0,100.0,1.0,C
T11CC0007D,1.0,1.0,1700000.0,1.0,C
T11LL0228H,1.0,1.0,0.0,0.0,B
T11LL0713L,1.0,1.0,0.0,0.0,B
T11LL1314A,1.0,1.0,0.0,0.0,B
T11LL2236C,1.0,0.0,0.0,0.0,B
T12LL1173C,1.0,1.0,0.0,0.0,B
T12LL1481L,1.0,1.0,0.0,0.0,B
T12SS0178D,1.0,1.0,0.0,0.0,B
T13LL0252B,1.0,1.0,50000.0,1.0,C
T13LL0740D,1.0,1.0,0.0,0.0,B
T13LL0946F,1.0,1.0,2000.0,1.0,C
T13LL1888G,1.0,0.0,240.0,1.0,C
T13LL2138C,1.0,1.0,500000.0,1.0,C
T13SS0096C,1.0,1.0,0.0,0.0,B
T14LL0456F,1.0,1.0,14000.0,1.0,C
T14LL0934C,1.0,1.0,500.0,1.0,C
T14LL1192E,1.0,1.0,360000.0,1.0,C
T14LL1512F,1.0,1.0,363.0,1.0,C
T14LL1657H,1.0,1.0,0.0,0.0,B
T14LL2809C,1.0,1.0,0.0,0.0,B
T15FC0126E,1.0,1.0,3000.0,1.0,C
T15LL1090E,1.0,1.0,20000.0,1.0,C
T15LL1705J,1.0,1.0,0.0,0.0,B
T16LL0706H,1.0,1.0,0.0,0.0,B
T16LL2256E,1.0,1.0,5000.0,1.0,C
T16LP0001L,1.0,1.0,0.0,0.0,B
T17GB0002A,1.0,1.0,6970065.0,1.0,C
T17LL1676D,1.0,1.0,6000.0,1.0,C
T17LL1689H,1.0,1.0,0.0,0.0,B
T18FC0037H,1.0,1.0,0.0,0.0,B
T18LL0330E,1.0,1.0,0.0,0.0,B
T19FC0117E,1.0,1.0,0.0,0.0,B
T19LL0365E,1.0,1.0,0.0,0.0,B
T19LL0572D,1.0,1.0,0.0,0.0,B
T19LL1333L,1.0,1.0,150000.0,1.0,C
T20LL1180B,1.0,1.0,800000.0,1.0,C
T20LL1206F,1.0,0.0,10000.0,1.0,C
T20LL1526L,1.0,1.0,100000.0,1.0,C
T20LL1671C,1.0,1.0,100000.0,1.0,C
T20LL2044K,1.0,1.0,0.0,0.0,B
T21LL0314B,1.0,1.0,0.0,0.0,B
