UEN,ONLINE_PRESENCE_IND,CORPORATE_URL_IND,ECOM_REV,ECOM_REV_IND,TRUE_IE
201309995C,1.0,1.0,0.0,0.0,B
201311311R,1.0,0.0,15963.0,1.0,C
201312101K,1.0,1.0,0.0,0.0,B
201312303C,1.0,1.0,0.0,0.0,B
201312617C,1.0,1.0,1000.0,1.0,C
201312775K,1.0,1.0,0.0,0.0,B
201312820G,1.0,1.0,0.0,0.0,B
201312840M,1.0,1.0,100000.0,1.0,C
201312901G,1.0,1.0,0.0,0.0,B
201312960M,1.0,1.0,2500000.0,1.0,C
201313390Z,1.0,0.0,0.0,0.0,B
201313398G,1.0,1.0,2000000.0,1.0,C
201313449H,1.0,1.0,300.0,1.0,C
201313891D,1.0,0.0,20000.0,1.0,C
201314366D,1.0,1.0,0.0,0.0,B
201314700Z,1.0,1.0,0.0,0.0,B
201315130G,1.0,1.0,700.0,1.0,C
201315452W,1.0,0.0,47149.0,1.0,C
201316110W,1.0,1.0,10000.0,1.0,C
201316160C,1.0,1.0,4000.0,1.0,C
201316693E,1.0,1.0,0.0,0.0,B
201316698Z,1.0,0.0,0.0,0.0,B
201317454M,1.0,1.0,0.0,0.0,B
201317462D,1.0,1.0,0.0,0.0,B
201317724W,1.0,1.0,0.0,0.0,B
201318089D,1.0,1.0,0.0,0.0,B
201318328Z,1.0,1.0,0.0,0.0,B
201318363R,1.0,1.0,0.0,0.0,B
201318372W,1.0,1.0,0.0,0.0,B
201318717N,1.0,1.0,200000.0,1.0,C
201318797R,1.0,1.0,0.0,0.0,B
201319753W,1.0,1.0,2350000.0,1.0,C
201320515K,1.0,1.0,24460.0,1.0,C
201320882K,1.0,1.0,585578.0,1.0,C
201321066H,1.0,1.0,270000.0,1.0,C
201321616M,1.0,1.0,14915.0,1.0,C
201322229R,1.0,1.0,0.0,0.0,B
201322631Z,1.0,1.0,0.0,0.0,B
201322841C,1.0,1.0,0.0,0.0,B
201323012N,1.0,1.0,20000.0,1.0,C
201323246E,1.0,1.0,0.0,0.0,B
201323992G,1.0,1.0,0.0,0.0,B
201324016N,1.0,1.0,465000.0,1.0,C
201324797H,1.0,1.0,0.0,0.0,B
201327402E,1.0,1.0,10000.0,1.0,C
201327824K,1.0,1.0,100000.0,1.0,C
201328041D,1.0,1.0,60000.0,1.0,C
201328475D,1.0,1.0,1345051.0,1.0,C
201328582W,1.0,1.0,0.0,0.0,B
201328603C,1.0,1.0,14000000.0,1.0,C
201329099K,1.0,1.0,20000.0,1.0,C
201329104R,1.0,1.0,1400.0,1.0,C
201329321W,1.0,1.0,0.0,0.0,B
201329346W,1.0,0.0,0.0,0.0,B
201329752E,1.0,1.0,80000.0,1.0,C
201330220D,1.0,1.0,800000.0,1.0,C
201330432G,1.0,0.0,10000.0,1.0,C
201330507W,1.0,1.0,3000.0,1.0,C
201330713R,1.0,1.0,63470.0,1.0,C
201331433N,1.0,1.0,0.0,0.0,B
201331449M,1.0,1.0,0.0,0.0,B
201331550C,1.0,1.0,200.0,1.0,C
201332553K,1.0,1.0,51000.0,1.0,C
201333118M,1.0,1.0,5000.0,1.0,C
201333323Z,1.0,1.0,0.0,0.0,B
201333907E,1.0,1.0,5240.0,1.0,C
201334361E,1.0,0.0,1700000.0,1.0,C
201334401D,1.0,1.0,0.0,0.0,B
201400075C,1.0,1.0,0.0,0.0,B
201400136R,1.0,1.0,100000.0,1.0,C
201400639C,1.0,1.0,0.0,0.0,B
201401081G,1.0,1.0,0.0,0.0,B
201401295M,1.0,1.0,0.0,0.0,B
201401332W,1.0,1.0,0.0,0.0,B
201402361C,1.0,1.0,13773831.0,1.0,C
201402444D,1.0,1.0,15000.0,1.0,C
201402621N,1.0,1.0,0.0,0.0,B
201402622E,1.0,1.0,0.0,0.0,B
201402797D,1.0,1.0,0.0,0.0,B
201402872W,1.0,1.0,0.0,0.0,B
201403549H,1.0,1.0,0.0,0.0,B
201403562W,1.0,1.0,0.0,0.0,B
201404397W,1.0,1.0,0.0,0.0,B
201404728W,1.0,1.0,0.0,0.0,B
201405499K,1.0,1.0,0.0,0.0,B
201406354G,1.0,1.0,1169.0,1.0,C
201406935Z,1.0,0.0,915639.0,1.0,C
201407589E,1.0,1.0,0.0,0.0,B
201407843M,1.0,1.0,0.0,0.0,B
201407851D,1.0,0.0,8000.0,1.0,C
201408313W,1.0,1.0,0.0,0.0,B
201410285C,1.0,0.0,0.0,0.0,B
201410948E,1.0,0.0,150000.0,1.0,C
201411096M,1.0,1.0,0.0,0.0,B
201411962C,1.0,0.0,0.0,0.0,B
201412172N,1.0,1.0,12300000.0,1.0,C
201412205M,1.0,1.0,300000.0,1.0,C
201412455E,1.0,1.0,0.0,0.0,B
201412512R,1.0,1.0,0.0,0.0,B
201413221K,1.0,1.0,0.0,0.0,B
201413251H,1.0,1.0,20000.0,1.0,C
201413268W,1.0,1.0,0.0,0.0,B
201413606W,1.0,1.0,0.0,0.0,B
201413978M,1.0,1.0,100000.0,1.0,C
201414117E,1.0,1.0,0.0,0.0,B
201414570D,1.0,1.0,0.0,0.0,B
201414643M,1.0,0.0,0.0,0.0,B
201415016R,1.0,1.0,0.0,0.0,B
201415069M,1.0,1.0,0.0,0.0,B
201415471R,1.0,1.0,0.0,0.0,B
201415560G,1.0,1.0,0.0,0.0,B
201415719K,1.0,1.0,0.0,0.0,B
201416585D,1.0,1.0,0.0,0.0,B
201416667N,1.0,1.0,0.0,0.0,B
201416802M,1.0,1.0,7000000.0,1.0,C
201416900E,1.0,1.0,0.0,0.0,B
201417021G,1.0,1.0,0.0,0.0,B
201417896G,1.0,1.0,0.0,0.0,B
201418890W,1.0,1.0,0.0,0.0,B
201419037W,1.0,1.0,60000.0,1.0,C
201419045H,1.0,1.0,30000.0,1.0,C
201419069W,1.0,1.0,50000.0,1.0,C
201419384M,1.0,1.0,0.0,0.0,B
201420297N,1.0,1.0,3500.0,1.0,C
201422130Z,1.0,1.0,0.0,0.0,B
201422313R,1.0,1.0,5000.0,1.0,C
201422839Z,1.0,0.0,556.0,1.0,C
201423050G,1.0,1.0,191165.0,1.0,C
201423194R,1.0,1.0,5000.0,1.0,C
201423946K,1.0,1.0,1250.0,1.0,C
201424246E,1.0,1.0,0.0,0.0,B
201424423R,1.0,1.0,0.0,0.0,B
201424532M,1.0,1.0,0.0,0.0,B
201424827W,1.0,1.0,0.0,0.0,B
201424941M,1.0,1.0,980.0,1.0,C
201425626N,1.0,1.0,1000000.0,1.0,C
201425789W,1.0,1.0,2330966.0,1.0,C
201425877W,1.0,0.0,222613.0,1.0,C
201425888C,1.0,1.0,0.0,0.0,B
201426465C,1.0,1.0,0.0,0.0,B
201427382R,1.0,1.0,0.0,0.0,B
201428070N,1.0,1.0,44045986.0,1.0,C
201428211W,1.0,1.0,0.0,0.0,B
201428530R,1.0,1.0,500000.0,1.0,C
201429422G,1.0,1.0,3000000.0,1.0,C
201429492R,1.0,1.0,0.0,0.0,B
201430698C,1.0,1.0,25500.0,1.0,C
201430725N,1.0,1.0,0.0,0.0,B
201431127E,1.0,0.0,0.0,0.0,B
201431136G,1.0,1.0,0.0,0.0,B
201432143D,1.0,0.0,2000000.0,1.0,C
201432273R,1.0,1.0,0.0,0.0,B
201433220R,1.0,1.0,215279.0,1.0,C
201434500K,1.0,1.0,0.0,0.0,B
201434814K,1.0,1.0,622000.0,1.0,C
201434897E,1.0,1.0,69000.0,1.0,C
201435315E,1.0,1.0,35000.0,1.0,C
201435868N,1.0,1.0,208812.0,1.0,C
201435948D,1.0,1.0,0.0,0.0,B
201436634Z,1.0,1.0,0.0,0.0,B
201436860D,1.0,1.0,270000.0,1.0,C
201437367D,1.0,1.0,27572.0,1.0,C
201437733Z,1.0,1.0,579000000.0,1.0,C
201500013G,1.0,1.0,0.0,0.0,B
201500060W,1.0,0.0,0.0,0.0,B
201500280M,1.0,1.0,401924.0,1.0,C
201500440K,1.0,1.0,300000.0,1.0,C
201500576H,1.0,1.0,0.0,0.0,B
201500670W,1.0,1.0,192007.0,1.0,C
201500700D,1.0,1.0,0.0,0.0,B
201500807N,1.0,1.0,101639.0,1.0,C
201501188C,1.0,1.0,0.0,0.0,B
201501270R,1.0,1.0,0.0,0.0,B
201502018N,1.0,1.0,500.0,1.0,C
201502100H,1.0,1.0,0.0,0.0,B
201502173K,1.0,1.0,0.0,0.0,B
201502356G,1.0,1.0,0.0,0.0,B
201502410E,1.0,1.0,14796.0,1.0,C
201503027M,1.0,1.0,0.0,0.0,B
201503616R,1.0,1.0,300000.0,1.0,C
201503778H,1.0,1.0,787858.0,1.0,C
201503958M,1.0,1.0,0.0,0.0,B
201504469Z,1.0,1.0,0.0,0.0,B
201504617D,1.0,1.0,0.0,0.0,B
201504648M,1.0,1.0,0.0,0.0,B
201505823W,1.0,1.0,0.0,0.0,B
201506442K,1.0,1.0,0.0,0.0,B
201507386G,1.0,1.0,0.0,0.0,B
201507419E,1.0,1.0,0.0,0.0,B
201508038W,1.0,1.0,0.0,0.0,B
201508664Z,1.0,0.0,0.0,0.0,B
201508669N,1.0,1.0,0.0,0.0,B
201509182G,1.0,1.0,0.0,0.0,B
201510563C,1.0,1.0,0.0,0.0,B
201510658W,1.0,1.0,0.0,0.0,B
201510792W,1.0,1.0,0.0,0.0,B
201510850Z,1.0,1.0,0.0,0.0,B
201511117Z,1.0,1.0,0.0,0.0,B
201511635R,1.0,1.0,0.0,0.0,B
201512269R,1.0,1.0,0.0,0.0,B
201512465C,1.0,1.0,1176.0,1.0,C
201512530D,1.0,1.0,0.0,0.0,B
201512531N,1.0,1.0,0.0,0.0,B
201512735G,1.0,0.0,0.0,0.0,B
201512776H,1.0,0.0,100000.0,1.0,C
201512894G,1.0,1.0,0.0,0.0,B
201523428W,1.0,1.0,49813.0,1.0,C
201523504D,1.0,1.0,700000.0,1.0,C
201523977D,1.0,0.0,16370.0,1.0,C
201523998Z,1.0,1.0,0.0,0.0,B
201524493H,1.0,1.0,5000.0,1.0,C
201524605E,1.0,1.0,300000.0,1.0,C
201524631Z,1.0,1.0,0.0,0.0,B
201525081M,1.0,1.0,0.0,0.0,B
201525370M,1.0,1.0,0.0,0.0,B
201525375G,1.0,1.0,0.0,0.0,B
201526782C,1.0,0.0,0.0,0.0,B
201526843R,1.0,1.0,0.0,0.0,B
201527082R,1.0,1.0,0.0,0.0,B
201527154N,1.0,1.0,529354.0,1.0,C
201527174Z,1.0,1.0,0.0,0.0,B
201527636D,1.0,1.0,0.0,0.0,B
201527790H,1.0,1.0,0.0,0.0,B
201527904G,1.0,1.0,1.0,1.0,C
201528097Z,1.0,1.0,0.0,0.0,B
201528150G,1.0,1.0,104893.0,1.0,C
201528253N,1.0,1.0,0.0,0.0,B
201528793W,1.0,1.0,4600.0,1.0,C
201528953R,1.0,1.0,0.0,0.0,B
201529144N,1.0,1.0,232766.0,1.0,C
201529320N,1.0,1.0,9639.0,1.0,C
201529653H,1.0,1.0,134800.0,1.0,C
201530280G,1.0,1.0,0.0,0.0,B
201530562G,1.0,1.0,0.0,0.0,B
201531094K,1.0,1.0,0.0,0.0,B
201531890D,1.0,0.0,272612.0,1.0,C
201532500C,1.0,1.0,100.0,1.0,C
201533382M,1.0,1.0,0.0,0.0,B
201534895G,1.0,1.0,1122304.0,1.0,C
201534959N,1.0,1.0,0.0,0.0,B
201535029C,1.0,1.0,0.0,0.0,B
201535378W,1.0,1.0,0.0,0.0,B
201536797G,1.0,1.0,200000.0,1.0,C
201537005E,1.0,1.0,141000.0,1.0,C
201537796M,1.0,1.0,11880.0,1.0,C
201538252C,1.0,1.0,0.0,0.0,B
201538350N,1.0,1.0,50000.0,1.0,C
201538851W,1.0,1.0,0.0,0.0,B
201539218M,1.0,1.0,2500.0,1.0,C
201540164H,1.0,1.0,0.0,0.0,B
201540196H,1.0,1.0,0.0,0.0,B
201540746M,1.0,1.0,0.0,0.0,B
201540847W,1.0,1.0,0.0,0.0,B
201541703E,1.0,1.0,0.0,0.0,B
201542176R,1.0,1.0,10000.0,1.0,C
201542771H,1.0,1.0,54000.0,1.0,C
201543087C,1.0,1.0,0.0,0.0,B
201543258D,1.0,1.0,0.0,0.0,B
201600135M,1.0,1.0,0.0,0.0,B
201600803N,1.0,1.0,0.0,0.0,B
201601460R,1.0,1.0,0.0,0.0,B
201601469N,1.0,1.0,36000.0,1.0,C
201601802Z,1.0,1.0,0.0,0.0,B
201602617N,1.0,1.0,0.0,0.0,B
201602711D,1.0,1.0,100.0,1.0,C
201603575K,1.0,0.0,0.0,0.0,B
201603629E,1.0,1.0,0.0,0.0,B
201604154M,1.0,1.0,1296080.0,1.0,C
201604637M,1.0,1.0,280000.0,1.0,C
201605244K,1.0,1.0,35000.0,1.0,C
201605578R,1.0,1.0,30000.0,1.0,C
201606011G,1.0,1.0,120000.0,1.0,C
201606057D,1.0,1.0,24000.0,1.0,C
201606842M,1.0,1.0,1000000.0,1.0,C
201607143W,1.0,0.0,0.0,0.0,B
201607267C,1.0,1.0,28200.0,1.0,C
201607560H,1.0,1.0,400000.0,1.0,C
201607679N,1.0,0.0,3000.0,1.0,C
201607787Z,1.0,1.0,0.0,0.0,B
201608097G,1.0,1.0,0.0,0.0,B
201608588W,1.0,1.0,0.0,0.0,B
201609042E,1.0,1.0,140000.0,1.0,C
201609142Z,1.0,1.0,0.0,0.0,B
201609327W,1.0,0.0,1000000.0,1.0,C
201609824W,1.0,1.0,0.0,0.0,B
201610215Z,1.0,1.0,555555.0,1.0,C
201610287K,1.0,1.0,0.0,0.0,B
201610378D,1.0,1.0,0.0,0.0,B
201610515D,1.0,1.0,0.0,0.0,B
201610523N,1.0,1.0,0.0,0.0,B
201610903G,1.0,1.0,18000.0,1.0,C
201611166R,1.0,1.0,8430.0,1.0,C
201611347K,1.0,1.0,900000.0,1.0,C
201611425W,1.0,1.0,0.0,0.0,B
201612253C,1.0,1.0,0.0,0.0,B
201612308G,1.0,1.0,460000.0,1.0,C
201613099E,1.0,1.0,50000.0,1.0,C
201613222H,1.0,1.0,0.0,0.0,B
201613714K,1.0,1.0,48942.0,1.0,C
201614334N,1.0,1.0,33646.0,1.0,C
201614831N,1.0,1.0,0.0,0.0,B
201615035W,1.0,1.0,26052.0,1.0,C
201615284Z,1.0,1.0,0.0,0.0,B
201615559Z,1.0,1.0,0.0,0.0,B
201615719W,1.0,1.0,0.0,0.0,B
201616163E,1.0,0.0,0.0,0.0,B
201616315M,1.0,0.0,0.0,0.0,B
201616375H,1.0,1.0,0.0,0.0,B
201616430W,1.0,1.0,18000.0,1.0,C
201616860N,1.0,1.0,500.0,1.0,C
201617024G,1.0,1.0,300000.0,1.0,C
201617501C,1.0,1.0,600000.0,1.0,C
201617562H,1.0,1.0,0.0,0.0,B
201617715G,1.0,1.0,120000.0,1.0,C
201617889N,1.0,1.0,0.0,0.0,B
201618174C,1.0,1.0,0.0,0.0,B
201618340H,1.0,1.0,20000.0,1.0,C
201618370G,1.0,1.0,1000.0,1.0,C
201619279G,1.0,1.0,0.0,0.0,B
201619341R,1.0,0.0,3198669.0,1.0,C
201619356D,1.0,1.0,0.0,0.0,B
201619890C,1.0,1.0,2000.0,1.0,C
201620094Z,1.0,1.0,0.0,0.0,B
201620153M,1.0,1.0,5000.0,1.0,C
201620944G,1.0,1.0,0.0,0.0,B
201621004C,1.0,1.0,0.0,0.0,B
201621091D,1.0,1.0,0.0,0.0,B
201621336E,1.0,1.0,0.0,0.0,B
201621449E,1.0,0.0,3067038.0,1.0,C
201621460M,1.0,1.0,3636768.0,1.0,C
201621468Z,1.0,1.0,2832766.0,1.0,C
201621802R,1.0,1.0,191218.0,1.0,C
201622320D,1.0,1.0,315.0,1.0,C
201622929H,1.0,1.0,0.0,0.0,B
201623000K,1.0,1.0,150000.0,1.0,C
201623351H,1.0,1.0,0.0,0.0,B
201623511G,1.0,0.0,0.0,0.0,B
201623576W,1.0,1.0,0.0,0.0,B
201623922H,1.0,1.0,2951000.0,1.0,C
201623963K,1.0,1.0,0.0,0.0,B
201624296R,1.0,1.0,600000.0,1.0,C
201624514R,1.0,1.0,30000.0,1.0,C
201625171W,1.0,0.0,132972.0,1.0,C
201625244G,1.0,1.0,0.0,0.0,B
201625970D,1.0,1.0,0.0,0.0,B
201626037N,1.0,1.0,0.0,0.0,B
201626053R,1.0,1.0,0.0,0.0,B
201626356M,1.0,1.0,0.0,0.0,B
201627084C,1.0,1.0,2257675.0,1.0,C
201627295N,1.0,1.0,500.0,1.0,C
201627486C,1.0,0.0,0.0,0.0,B
201627760N,1.0,1.0,140000.0,1.0,C
201627878H,1.0,0.0,0.0,0.0,B
201627907D,1.0,1.0,0.0,0.0,B
201628818H,1.0,1.0,0.0,0.0,B
201629525C,1.0,1.0,0.0,0.0,B
201630196N,1.0,1.0,0.0,0.0,B
201630450C,1.0,1.0,78000.0,1.0,C
201630498Z,1.0,1.0,0.0,0.0,B
201631028H,1.0,1.0,0.0,0.0,B
201631490H,1.0,1.0,0.0,0.0,B
201631815Z,1.0,1.0,0.0,0.0,B
201632628M,1.0,1.0,0.0,0.0,B
201632742G,1.0,1.0,0.0,0.0,B
201632902E,1.0,1.0,5645954.0,1.0,C
201633508H,1.0,1.0,0.0,0.0,B
201633940K,1.0,1.0,0.0,0.0,B
201700059K,1.0,1.0,1894.0,1.0,C
201700696R,1.0,1.0,1750000.0,1.0,C
201700742D,1.0,1.0,0.0,0.0,B
201700762H,1.0,1.0,517000.0,1.0,C
201700785G,1.0,1.0,0.0,0.0,B
201701330G,1.0,1.0,0.0,0.0,B
201701755E,1.0,1.0,0.0,0.0,B
201701927W,1.0,1.0,3008.0,1.0,C
201702171R,1.0,1.0,181969.0,1.0,C
201702422G,1.0,1.0,0.0,0.0,B
201702892N,1.0,1.0,180000.0,1.0,C
201703024G,1.0,1.0,1100000.0,1.0,C
201703083M,1.0,1.0,0.0,0.0,B
201703244C,1.0,1.0,44500.0,1.0,C
201703744N,1.0,1.0,0.0,0.0,B
201704049D,1.0,1.0,0.0,0.0,B
201704222K,1.0,1.0,0.0,0.0,B
201705307K,1.0,1.0,350000.0,1.0,C
201705690M,1.0,1.0,3000.0,1.0,C
201706479M,1.0,1.0,0.0,0.0,B
201706637H,1.0,1.0,0.0,0.0,B
201706952D,1.0,1.0,0.0,0.0,B
201707072N,1.0,1.0,0.0,0.0,B
201708149D,1.0,1.0,100000.0,1.0,C
201708580N,1.0,1.0,1500000.0,1.0,C
201708827W,1.0,1.0,0.0,0.0,B
201708902M,1.0,1.0,100.0,1.0,C
201709073W,1.0,1.0,1000000.0,1.0,C
201709095E,1.0,1.0,150000.0,1.0,C
201709128D,1.0,1.0,462000.0,1.0,C
201709148H,1.0,1.0,7000.0,1.0,C
201710350N,1.0,1.0,0.0,0.0,B
201710795W,1.0,1.0,360000.0,1.0,C
201713700W,1.0,1.0,740000.0,1.0,C
201714124R,1.0,1.0,0.0,0.0,B
201714356E,1.0,1.0,662474.0,1.0,C
201714596E,1.0,1.0,59000.0,1.0,C
201715462E,1.0,1.0,0.0,0.0,B
201715828W,1.0,1.0,448013.0,1.0,C
201715872R,1.0,1.0,2150000.0,1.0,C
201715985R,1.0,1.0,0.0,0.0,B
201717270Z,1.0,1.0,36000000.0,1.0,C
201717657H,1.0,1.0,200.0,1.0,C
201717875C,1.0,1.0,0.0,0.0,B
201718755W,1.0,1.0,0.0,0.0,B
201719353N,1.0,1.0,0.0,0.0,B
201719425M,1.0,1.0,200000.0,1.0,C
201719520M,1.0,1.0,0.0,0.0,B
201719627D,1.0,1.0,0.0,0.0,B
201720193G,1.0,1.0,0.0,0.0,B
201720326Z,1.0,1.0,0.0,0.0,B
201720404G,1.0,1.0,1.0,1.0,C
201720486K,1.0,1.0,0.0,0.0,B
201720514N,1.0,1.0,0.0,0.0,B
201720659N,1.0,0.0,18000.0,1.0,C
201722142E,1.0,1.0,0.0,0.0,B
201722732Z,1.0,1.0,0.0,0.0,B
201722825N,1.0,1.0,0.0,0.0,B
201723299R,1.0,1.0,0.0,0.0,B
201723803D,1.0,1.0,53.0,1.0,C
201725597K,1.0,1.0,0.0,0.0,B
201725609M,1.0,1.0,0.0,0.0,B
201725657N,1.0,1.0,0.0,0.0,B
201726671K,1.0,1.0,0.0,0.0,B
201727090N,1.0,0.0,0.0,0.0,B
201727168W,1.0,1.0,627074.0,1.0,C
201727529R,1.0,1.0,0.0,0.0,B
201727582R,1.0,1.0,10000.0,1.0,C
201727892M,1.0,1.0,0.0,0.0,B
201728114G,1.0,1.0,0.0,0.0,B
201728593R,1.0,1.0,0.0,0.0,B
201728606H,1.0,1.0,500000.0,1.0,C
201728624M,1.0,1.0,0.0,0.0,B
201728903Z,1.0,1.0,0.0,0.0,B
201729270K,1.0,1.0,3000.0,1.0,C
201729649H,1.0,1.0,400000.0,1.0,C
201730602M,1.0,1.0,10000.0,1.0,C
201731068D,1.0,1.0,0.0,0.0,B
201732479C,1.0,1.0,6829.0,1.0,C
201732805G,1.0,1.0,368000.0,1.0,C
201732963R,1.0,1.0,5000000.0,1.0,C
201733469E,1.0,1.0,0.0,0.0,B
201734064H,1.0,1.0,3000.0,1.0,C
201734633G,1.0,1.0,0.0,0.0,B
201735016D,1.0,1.0,461673.0,1.0,C
201735206Z,1.0,1.0,0.0,0.0,B
201735579E,1.0,1.0,40000.0,1.0,C
201735628E,1.0,1.0,0.0,0.0,B
201735662K,1.0,1.0,0.0,0.0,B
201736383Z,1.0,1.0,0.0,0.0,B
201736601Z,1.0,1.0,0.0,0.0,B
201737034Z,1.0,1.0,19000.0,1.0,C
201800742G,1.0,1.0,29200.0,1.0,C
201801170M,1.0,1.0,25000.0,1.0,C
201801261E,1.0,1.0,632451617.0,1.0,C
201801442Z,1.0,1.0,0.0,0.0,B
201801577G,1.0,1.0,0.0,0.0,B
201801927C,1.0,0.0,32000.0,1.0,C
201802001R,1.0,0.0,10000.0,1.0,C
201802096E,1.0,1.0,0.0,0.0,B
201802266R,1.0,1.0,90000.0,1.0,C
201802494C,1.0,1.0,0.0,0.0,B
201802840M,1.0,1.0,0.0,0.0,B
201803062Z,1.0,1.0,0.0,0.0,B
201803081N,1.0,1.0,0.0,0.0,B
201803122D,1.0,1.0,0.0,0.0,B
201803266M,1.0,1.0,10.0,1.0,C
201804018W,1.0,0.0,94799.0,1.0,C
201804224R,1.0,1.0,0.0,0.0,B
201805039K,1.0,0.0,0.0,0.0,B
201805079C,1.0,1.0,0.0,0.0,B
201805574Z,1.0,1.0,0.0,0.0,B
201805738C,1.0,1.0,0.0,0.0,B
201806632W,1.0,1.0,0.0,0.0,B
201807105R,1.0,1.0,0.0,0.0,B
201807184G,1.0,1.0,2428110.0,1.0,C
201807383E,1.0,0.0,10000000.0,1.0,C
201807474W,1.0,1.0,524664.0,1.0,C
201807752N,1.0,1.0,0.0,0.0,B
201808858K,1.0,1.0,0.0,0.0,B
201808951H,1.0,1.0,0.0,0.0,B
201809018Z,1.0,0.0,308000.0,1.0,C
201809116M,1.0,1.0,0.0,0.0,B
201809267C,1.0,1.0,0.0,0.0,B
201809321Z,1.0,0.0,0.0,0.0,B
201809553H,1.0,1.0,5340949.0,1.0,C
201809696G,1.0,1.0,0.0,0.0,B
201809729E,1.0,1.0,90000.0,1.0,C
201809897G,1.0,1.0,0.0,0.0,B
201809952R,1.0,1.0,0.0,0.0,B
201810684D,1.0,1.0,0.0,0.0,B
201810814D,1.0,1.0,0.0,0.0,B
201810925C,1.0,0.0,0.0,0.0,B
201811520E,1.0,1.0,0.0,0.0,B
201811568D,1.0,1.0,14000000.0,1.0,C
201811583N,1.0,1.0,13000.0,1.0,C
201812358W,1.0,1.0,1000000.0,1.0,C
201812497M,1.0,1.0,0.0,0.0,B
201812689K,1.0,1.0,0.0,0.0,B
201812812N,1.0,1.0,2000.0,1.0,C
201812912H,1.0,1.0,0.0,0.0,B
201813173R,1.0,1.0,39778.0,1.0,C
201813353Z,1.0,1.0,42000.0,1.0,C
201813440H,1.0,1.0,450.0,1.0,C
201813497H,1.0,1.0,0.0,0.0,B
201815570N,1.0,1.0,61243.0,1.0,C
201815984H,1.0,1.0,576982.0,1.0,C
201816897R,1.0,1.0,0.0,0.0,B
201817112N,1.0,1.0,0.0,0.0,B
201817814W,1.0,1.0,0.0,0.0,B
201819295R,1.0,1.0,0.0,0.0,B
201819385W,1.0,1.0,130000.0,1.0,C
201819467H,1.0,1.0,0.0,0.0,B
201820239N,1.0,1.0,12294.0,1.0,C
201820336R,1.0,1.0,0.0,0.0,B
201821729K,1.0,1.0,1000.0,1.0,C
201822179D,1.0,1.0,0.0,0.0,B
201822625H,1.0,1.0,0.0,0.0,B
201823641G,1.0,0.0,0.0,0.0,B
201823881G,1.0,1.0,41000.0,1.0,C
201824015C,1.0,1.0,0.0,0.0,B
201824786D,1.0,1.0,16500.0,1.0,C
201825330M,1.0,1.0,0.0,0.0,B
201825413N,1.0,1.0,7300000.0,1.0,C
201825414E,1.0,1.0,0.0,0.0,B
201825524M,1.0,1.0,800000.0,1.0,C
201825547K,1.0,1.0,13000.0,1.0,C
201825684D,1.0,1.0,0.0,0.0,B
201825710E,1.0,1.0,0.0,0.0,B
201826362H,1.0,1.0,789034.0,1.0,C
201826736M,1.0,1.0,0.0,0.0,B
201826809C,1.0,1.0,0.0,0.0,B
201827786M,1.0,1.0,0.0,0.0,B
201828348C,1.0,1.0,0.0,0.0,B
201828518M,1.0,1.0,0.0,0.0,B
201828716Z,1.0,0.0,5000.0,1.0,C
201828760W,1.0,1.0,0.0,0.0,B
201829339R,1.0,1.0,0.0,0.0,B
201829518H,1.0,1.0,0.0,0.0,B
201829714N,1.0,1.0,0.0,0.0,B
201829849C,1.0,1.0,0.0,0.0,B
201829996G,1.0,1.0,0.0,0.0,B
201830012C,1.0,1.0,10000.0,1.0,C
201830745N,1.0,1.0,0.0,0.0,B
201831665C,1.0,1.0,0.0,0.0,B
201831787D,1.0,1.0,0.0,0.0,B
201831877E,1.0,1.0,0.0,0.0,B
201832034C,1.0,1.0,91140.0,1.0,C
201832645M,1.0,1.0,100000.0,1.0,C
201832986W,1.0,1.0,7805.0,1.0,C
201833962E,1.0,1.0,0.0,0.0,B
201834562D,1.0,1.0,0.0,0.0,B
201835022R,1.0,1.0,300000.0,1.0,C
201835088W,1.0,1.0,0.0,0.0,B
201835134E,1.0,1.0,75.0,1.0,C
201835339H,1.0,1.0,0.0,0.0,B
201835970H,1.0,0.0,14868808.0,1.0,C
201836917E,1.0,1.0,0.0,0.0,B
201837712W,1.0,1.0,0.0,0.0,B
201838250K,1.0,1.0,0.0,0.0,B
201838440G,1.0,1.0,0.0,0.0,B
201839014K,1.0,1.0,916264.0,1.0,C
201839023M,1.0,1.0,3700000.0,1.0,C
201839052Z,1.0,1.0,0.0,0.0,B
201839078K,1.0,1.0,8000000.0,1.0,C
201839134K,1.0,0.0,500.0,1.0,C
201839258N,1.0,0.0,0.0,0.0,B
201839631K,1.0,1.0,668000.0,1.0,C
201839916D,1.0,1.0,150000.0,1.0,C
201840067W,1.0,1.0,0.0,0.0,B
201841211N,1.0,0.0,0.0,0.0,B
201841500N,1.0,1.0,487226.0,1.0,C
201841609G,1.0,1.0,0.0,0.0,B
201842031G,1.0,0.0,10000.0,1.0,C
201900204H,1.0,1.0,150000.0,1.0,C
201900427R,1.0,1.0,250000.0,1.0,C
201900864M,1.0,1.0,0.0,0.0,B
201900999Z,1.0,1.0,5845.0,1.0,C
201901241D,1.0,1.0,0.0,0.0,B
201901402M,1.0,1.0,0.0,0.0,B
201902001Z,1.0,1.0,24000.0,1.0,C
201902084N,1.0,0.0,0.0,0.0,B
201902809D,1.0,1.0,85000.0,1.0,C
201902867W,1.0,1.0,0.0,0.0,B
201903232N,1.0,1.0,300000.0,1.0,C
