UEN,WEBSITE,SOURCES,pred_label,true_pred
201303286Z,PANINO.COM.SG,SGNIC,C,B
201305917R,www.moneythor.com,ORBIS,C,B
201307760G,www.lymon.com.sg,ORBIS,C,B
201308674E,www.schunk.com,ORBIS,C,B
201309504W,www.peppersion.com.sg,ORBIS,C,B
201315830H,www.raccortubisingapore.com,ORBIS,B,C
201317712D,digimaticmedia.com,ORBIS,B,C
201325873K,www.3tel.com.sg,ORBIS,C,B
201327139R,www.leyu.com.sg,ORBIS,C,B
201414660E,www.itiviti.com,ORBIS,C,B
201417072C,www.talenox.com,ORBIS,C,B
201421088Z,hirocon-net-sg.com,ORBIS,C,B
201423947C,www.igeneprenataltest.com,ORBIS,C,B
201423947C,IGENENIPT.COM.SG,SGNIC,C,B
201425298G,www.herdhr.com,ORBIS,B,C
201425298G,HERDHR.COM.SG,SGNIC,B,C
201425298G,WEEARN.COM.SG,SGNIC,B,C
201429270Z,mulberrylearning.com,ORBIS,C,B
201434475Z,www.sendhelper.com,ORBIS,C,B
201505203E,www.hankyu-hanshin.co.jp,ORBIS,C,B
201505203E,HHPS.SG,SGNIC,C,B
201511631M,www.kew-asia.com,ORBIS,C,B
201512288K,www.littlepaddington.com,ORBIS,C,B
201523544N,www.gaslogltd.com,ORBIS,C,B
201526856C,www.wcommunications.sg,ORBIS,C,B
201528288G,gogame.net,ORBIS,C,B
201538449N,www.sellinall.com,ORBIS,B,C
201542325K,playfactoschool.com.sg,ORBIS,C,B
201542325K,PLAYFACTOSCHOOL.SG,SGNIC,C,B
201543956D,fomopay.com,ORBIS,C,B
201601766E,www.paneco.com.sg,ORBIS,C,B
201602731H,seedly.sg,ORBIS,C,B
201602731H,PERSONALFINANCE.COM.SG,SGNIC,C,B
201604445N,shop.amocc-furniture.com,ORBIS,C,B
201607789C,www.xeroflor.sg,ORBIS,B,C
201609784Z,perfectcompanion.com.sg,ORBIS,B,C
201612892H,www.espxmedia.com,ORBIS,B,C
201614185Z,horangi.com,ORBIS,B,C
201614185Z,GRAMMARLY.SG,SGNIC,B,C
201615149H,www.xendit.co/en,ORBIS,C,B
201615149H,XENDIT.COM.SG,SGNIC,C,B
201617990D,www.tpgmobile.sg,ORBIS,B,C
201617990D,SIMBA.SG,SGNIC,B,C
201617990D,SIMBATELECOM.SG,SGNIC,B,C
201617990D,TPGTELECOM.COM.SG,SGNIC,B,C
201622431C,www.balenciaga.com,ORBIS,C,B
201622968H,doctoranywhere.com,ORBIS,C,B
201622968H,DOCTORANYWHERE.SG,SGNIC,C,B
201625078Z,www.shijigroup.com,ORBIS,C,B
201625078Z,SHIJI.SG,SGNIC,C,B
201625078Z,SHIJIGROUP.COM.SG,SGNIC,C,B
201629100D,galiena.sg,ORBIS,C,B
201700738R,www.anino.co,ORBIS,C,B
201700869Z,www.givenchy.com,ORBIS,C,B
201705239R,zero1.sg,ORBIS,C,B
201705239R,ZERO1.COM.SG,SGNIC,C,B
201711912H,sentient.io,ORBIS,C,B
201721745H,www.sgbike.com.sg,ORBIS,C,B
201728559K,krannich-solar.com,ORBIS,C,B
201733129K,www.combinesell.com,ORBIS,B,C
201805397H,www.cxcglobal.com,ORBIS,C,B
201837393M,www.marketing-interactive.com,ORBIS,C,B
201837393M,ALPHAEUS.SG,SGNIC,C,B
201903272E,indosole.com.sg,ORBIS,C,B
201906877R,www.kitagawa.com.sg,ORBIS,C,B
201908463N,imotions.com,ORBIS,C,B
201911810Z,www.prudential.com.sg,ORBIS,C,B
201918368M,www.thecakeshop.com.sg,ORBIS,C,B
201918368M,CAKEDEFI.SG,SGNIC,C,B
